Fecha,Encuesta,Estrato,Sexo,Edad,Nivel Educativo,Cantidad de Integrantes en el Hogar,Imagen del Candidato,Voto,Voto Anterior
2025-06-18,9766c143-9c9a-4cff-a6b1-8865a878e876,Bajo,Femenino,26,Terciario/Universitario incompleto,2,21.204346840192002,No votó,Candidato A
2024-04-18,a0a1f43f-9638-43c7-a85e-406b817131eb,Alto,Femenino,38,Terciario/Universitario completo,3,5.115549688168109,No votó,No votó
2024-06-21,3a0879fb-dc78-43b3-a919-b5aaf0c99bea,Bajo,Masculino,80,Primario completo,3,90.5457024730956,Candidato B,En blanco
2024-12-29,6fa68010-0ddd-49b7-80b4-25aae7eb533c,Bajo,Masculino,80,Secundario incompleto,3,10.817877400977894,En blanco,En blanco
2025-10-09,a5794917-0806-489a-9abf-3e69e5bcd7ed,Bajo,Masculino,60,Secundario completo,4,43.22035062371772,Candidato B,No votó
2025-02-16,22b34047-ee4b-4498-a5f3-aa63a5cbed9f,Bajo,Masculino,65,Posgrado,3,10.14514102186973,En blanco,Candidato C
2024-09-29,4f7070e6-6b58-496c-95d0-db4380a17176,Alto,Masculino,35,Primario completo,5,3.7443727999328824,Candidato C,Candidato B
2025-08-12,a0536c6c-ea87-43d2-a208-47d854ed1b3b,Alto,Masculino,49,Terciario/Universitario completo,4,32.78273070650538,No votó,Candidato B
2024-11-18,30668cc9-9e7f-4271-938b-8f29ed0c5245,Alto,Femenino,80,Primario incompleto,4,11.450876013576572,Candidato A,Candidato C
2025-08-27,f8b55fb5-56d1-479c-8fbc-0318b6e4d16e,Bajo,Masculino,48,Primario completo,3,28.30176425544212,Candidato A,Candidato A
2025-07-16,fae46529-fa9f-4ece-90ed-6af2235f6be1,Alto,Femenino,56,Secundario incompleto,3,99.27925772803864,Candidato C,Candidato B
2024-09-06,7c6d8ae1-463e-4336-bf3c-fe56a83299e9,Bajo,Femenino,76,Posgrado,5,24.053253885134062,Candidato B,Candidato A
2025-02-23,e9abfb0d-9be5-4401-bb33-241efa2225d7,Medio,Femenino,39,Terciario/Universitario completo,3,78.78817863986909,Candidato A,Candidato C
2025-02-07,a55dc720-e554-4022-8502-d7f854a1396c,Medio,Masculino,35,Secundario completo,4,78.89321935963235,Candidato A,Candidato A
2024-05-09,c1308a09-cddd-43bb-b56a-a13d13f1484a,Alto,Masculino,75,Secundario completo,5,6.490108442843001,Candidato C,Candidato B
2025-09-01,832e9e1e-1b90-4d6d-a5e6-190b28da2b89,Bajo,Femenino,59,Primario completo,3,39.15638735903734,Candidato A,Candidato A
2025-09-11,679140e0-b6fe-4e9a-8f15-c995424a2898,Alto,Masculino,22,Terciario/Universitario completo,4,14.91809778395191,En blanco,No votó
2025-07-21,abc2ded7-6bd8-465f-b2a2-761a9ba66e98,Bajo,Femenino,47,Posgrado,6,32.46642740442235,Candidato C,Candidato A
2023-11-25,6b4de9de-ec7b-409c-9b83-a43728b7405b,Bajo,Masculino,69,Secundario incompleto,3,13.04511818141798,Candidato C,Candidato A
2025-04-03,a8294aab-afaf-4b68-a05b-f9e7c42b43fa,Bajo,Femenino,66,Secundario completo,4,13.791691541367735,En blanco,Candidato A
2025-09-27,c99d5f9e-c634-4ffd-b02d-d043d01acef6,Medio,Masculino,28,Posgrado,3,71.43985001018484,En blanco,Candidato A
2023-11-10,1c87284d-c5fa-4ac9-95a3-7efe1cc7e2b6,Bajo,Femenino,75,Secundario completo,6,5.418731620663708,Candidato C,Candidato B
2025-06-07,f6b1465d-bf2b-4442-af9f-5bf9d6b6b5d0,Medio,Femenino,24,Secundario completo,1,47.662248125008375,Candidato B,En blanco
2024-03-30,ba9d82b8-afba-46c3-8b51-1edb7b768615,Medio,Masculino,50,Secundario incompleto,2,55.17705249423431,No votó,No votó
2024-07-01,6cff30a0-c3ac-432c-af40-5e52199a1949,Alto,Femenino,34,Terciario/Universitario incompleto,6,42.43155708087079,Candidato C,Candidato C
2024-12-07,1c52d51e-c8fe-4b2d-86b0-163043215bf4,Medio,Masculino,53,Primario incompleto,4,24.75049586406032,No votó,Candidato A
2025-01-25,d3414532-8252-4723-9b0e-ec4ba2a1fa45,Bajo,Femenino,63,Primario incompleto,3,62.31849850391038,No votó,En blanco
2024-05-25,02115503-1321-4ef7-8d43-cfeb89386b90,Bajo,Masculino,43,Terciario/Universitario incompleto,4,9.730322906698618,Candidato A,Candidato A
2024-07-25,f94523fe-03cb-4f1e-9b9a-9bf50a78491f,Bajo,Femenino,56,Posgrado,4,17.467706438958775,Candidato C,Candidato B
2023-12-30,e36b3a5f-2374-4ddd-b410-5d94c689f37b,Medio,Femenino,46,Secundario completo,6,29.53642539829965,En blanco,No votó
2024-11-27,c8a86e3a-6293-4980-a879-5e631f742e70,Medio,Femenino,44,Primario completo,6,44.91778347694735,Candidato C,No votó
2025-09-07,06ec9ad0-e2cb-4f40-bb38-a089fa4abdec,Medio,Femenino,60,Primario incompleto,6,20.187324242112915,Candidato A,No votó
2024-05-31,23f3e5ae-d1de-4fa8-a1c5-63425033b5a4,Medio,Femenino,28,Primario incompleto,2,64.93316179215506,No votó,No votó
2025-08-11,a4d6ce54-645c-4176-b3f1-75d015c7a820,Medio,Masculino,56,Posgrado,2,26.185850639517394,Candidato B,Candidato A
2024-07-02,39a11816-fc7a-4d95-bfdf-8a9e9446d493,Alto,Masculino,77,Terciario/Universitario incompleto,4,47.89924188748984,No votó,Candidato B
2025-07-02,ea3a5bf3-6994-4c6d-b590-a2e50c780f2f,Alto,Femenino,44,Posgrado,2,80.48965517632936,En blanco,Candidato B
2024-09-21,0c1333ce-0711-4e78-a70a-26e9eb6b96ec,Medio,Masculino,67,Terciario/Universitario completo,2,66.90808844547247,No votó,Candidato A
2024-09-03,21eaa1fa-663e-4b2b-8832-35cc995d767b,Bajo,Femenino,26,Secundario completo,5,60.27033195942104,No votó,No votó
2025-07-31,4c15514d-b40e-4501-bb2c-2c428f6dc117,Alto,Masculino,61,Terciario/Universitario completo,2,83.2325365915786,En blanco,En blanco
2024-09-03,fa4f4535-e45d-4903-a79b-cce2681d30de,Bajo,Femenino,60,Secundario completo,1,40.39858754781418,No votó,Candidato C
2023-12-28,8bdd4b9d-fc2c-45c7-9556-2dabf4a9b4e3,Bajo,Masculino,70,Primario completo,3,43.00081451397314,Candidato C,Candidato C
2024-03-16,72189a39-d63a-4486-be21-64760e05f6b9,Alto,Masculino,78,Secundario completo,5,39.05933884319167,Candidato C,No votó
2025-03-21,8f815987-2539-4778-8ada-b689e0dd0541,Alto,Femenino,67,Terciario/Universitario completo,5,13.088407907637,No votó,No votó
2025-11-05,a4ed017b-208a-488e-a6e4-ac85f10185fd,Medio,Femenino,68,Terciario/Universitario completo,2,59.65612049525346,Candidato B,Candidato B
2024-02-16,2b194984-f49e-45a6-96ab-64d235128906,Bajo,Femenino,25,Primario incompleto,5,49.018410675167786,Candidato B,No votó
2024-05-13,7837e506-9398-4bd6-96db-36e4d4ae3486,Medio,Masculino,55,Secundario completo,2,79.80003970445274,Candidato A,No votó
2024-06-19,362da540-40b1-464d-8493-3c8649adce95,Bajo,Femenino,67,Primario incompleto,6,60.85676022170935,Candidato B,En blanco
2025-05-29,dd6af484-024d-45de-af44-eaeb6734162f,Bajo,Femenino,25,Terciario/Universitario completo,4,34.52753698991445,Candidato A,Candidato C
2025-08-15,860215be-0d32-4347-9cbc-d86ea2e86f7a,Bajo,Masculino,71,Posgrado,1,85.92799348073503,Candidato C,Candidato A
2024-07-26,e04ee43c-11f6-4e9b-8736-1a75c61b2c77,Medio,Masculino,29,Secundario incompleto,4,27.652243530304233,Candidato A,Candidato B
2023-12-23,278db4f6-48df-480e-a3b4-e52902a007fc,Alto,Femenino,65,Terciario/Universitario incompleto,2,30.557635758865164,Candidato B,Candidato A
2023-12-07,c2ff347b-d527-4331-a40e-b6c1c5cf255f,Bajo,Masculino,79,Primario completo,4,86.93909419261139,No votó,No votó
2024-11-17,fec09878-f034-4058-a274-00da81de9808,Bajo,Femenino,48,Secundario incompleto,2,97.99201182093384,Candidato C,Candidato B
2024-09-29,01a50ef1-550c-44d4-b409-8aef1d50fccf,Bajo,Masculino,36,Secundario incompleto,1,21.172782328330285,En blanco,En blanco
2024-02-27,d66a45e9-52c5-4809-920e-ab0ebd8744d8,Medio,Masculino,61,Terciario/Universitario incompleto,1,22.474253393225073,No votó,Candidato B
2024-11-26,c045883b-940f-437e-948c-3ec425365ca8,Medio,Masculino,64,Primario incompleto,5,57.93163650848497,Candidato C,Candidato A
2025-10-01,3504e26c-5f7e-47d3-960d-0b9e1004d975,Medio,Masculino,24,Terciario/Universitario incompleto,1,2.441531688218279,Candidato A,No votó
2025-09-10,aeaaec48-54f1-47a3-b378-e6ca40fd8aaa,Alto,Masculino,61,Terciario/Universitario completo,6,81.50552886348505,No votó,Candidato A
2025-02-19,86c52c1b-8923-4ba1-b874-166b7c34e6eb,Bajo,Masculino,66,Terciario/Universitario completo,6,42.64374518949384,No votó,Candidato C
2025-05-20,70525bb6-50c6-4350-94b3-f2641598734a,Bajo,Masculino,45,Secundario incompleto,1,73.11272006619282,En blanco,Candidato B
2024-01-12,8ace37d3-673e-4518-86cb-b1796239f30a,Alto,Femenino,34,Primario incompleto,6,2.5291976125527804,Candidato A,Candidato A
2025-04-16,84c65027-6d05-42e3-8d20-dbea7ae398cf,Bajo,Femenino,35,Primario completo,6,79.45727379996039,Candidato B,Candidato C
2025-05-05,24cb0b4e-3825-47e1-a80d-240312f378a1,Medio,Masculino,68,Primario incompleto,1,54.83995883981895,No votó,Candidato C
2024-03-06,dfde522d-d429-40c9-a64c-eba8a4efedef,Bajo,Femenino,25,Primario incompleto,5,2.193061075472813,En blanco,En blanco
2025-07-31,e11a15c3-25ef-43a9-903a-65d582edc5ab,Alto,Femenino,58,Secundario incompleto,2,4.824873099755822,Candidato A,En blanco
2024-08-10,08d17e63-27e8-4eae-a4a7-03e3120a202f,Bajo,Femenino,40,Posgrado,2,40.701072629816636,En blanco,Candidato B
2024-09-24,1daa42fc-90b1-4e3d-a500-55826250e9f9,Bajo,Masculino,50,Secundario incompleto,5,62.32131667491972,En blanco,Candidato C
2023-12-07,448236e9-863c-4992-916f-ebe7aa0cc327,Medio,Masculino,70,Secundario completo,2,45.30390972764265,No votó,No votó
2025-02-27,f0355088-5a2b-47fe-8d7e-444990b6e394,Medio,Masculino,52,Posgrado,6,64.37355579902339,No votó,No votó
2024-11-06,7a1a262b-ba13-434f-9e8e-3228aa648f16,Alto,Masculino,69,Primario completo,3,90.03933411523965,No votó,En blanco
2024-09-05,51b5ab77-d09e-4abb-976a-e5fb66f1b0a0,Medio,Femenino,22,Primario completo,3,38.19796599906965,Candidato B,En blanco
2024-10-31,9f519184-e79d-4d5f-ab6f-c9e7be725448,Alto,Femenino,18,Secundario incompleto,1,42.07492938149478,Candidato A,Candidato C
2023-12-16,3b77ba5f-5860-46e3-832d-5e70777cd128,Bajo,Femenino,20,Terciario/Universitario completo,1,79.51416726146047,Candidato A,En blanco
2024-01-27,b9a6edc1-099f-491b-808e-a422c6f6d1d5,Alto,Masculino,56,Terciario/Universitario incompleto,4,4.366157800064585,Candidato C,Candidato B
2024-11-09,5db13edf-fa29-459d-881a-58a66245b749,Medio,Masculino,18,Secundario completo,4,33.90245887968789,En blanco,No votó
2025-07-06,01c3df91-8327-4f64-8ae1-367a579e9b08,Medio,Femenino,80,Secundario incompleto,2,6.248466930571039,No votó,No votó
2024-03-06,79acd843-13b2-4c15-9309-85493ff0e579,Alto,Femenino,67,Terciario/Universitario incompleto,3,65.36338165727825,Candidato C,En blanco
2023-11-25,c43eebcc-6f69-4d69-9e34-9e311c67556d,Medio,Femenino,79,Primario completo,5,67.42623430855993,Candidato B,Candidato A
2023-12-05,0637da9e-8bb6-4aff-be6f-deb29e76ef95,Bajo,Masculino,26,Secundario completo,5,66.40086927898162,En blanco,En blanco
2025-02-16,f97b8d62-1c95-47d0-81ff-bbc184c85b95,Bajo,Masculino,74,Secundario completo,2,62.04948253180855,En blanco,En blanco
2025-03-03,0a2cf6a9-5bd3-4392-91e5-4b3a0a4e6eb7,Medio,Femenino,25,Primario incompleto,5,74.60079630565578,Candidato B,Candidato B
2024-02-21,5745ef5a-2e08-45fc-9da2-3c06f146b080,Alto,Femenino,44,Primario incompleto,2,1.3917951858883892,No votó,Candidato A
2025-03-13,c187715f-7baf-404d-bc6d-74a844ee5071,Medio,Masculino,42,Primario incompleto,5,63.020342980146495,No votó,Candidato C
2024-07-18,6b496a3b-f26c-4972-a1da-fdd8ea097bb2,Alto,Femenino,68,Primario incompleto,5,63.039529396779145,Candidato C,No votó
2024-01-30,c504644f-a5dc-4c7b-8fa8-859200556e42,Alto,Femenino,80,Secundario incompleto,4,83.42715991499712,No votó,Candidato B
2025-05-06,7a37e212-a78c-4cda-a783-88373c74dbc2,Bajo,Masculino,48,Terciario/Universitario completo,5,75.4372943495668,No votó,Candidato A
2025-01-09,58216f30-e31b-4123-b9ab-308fbe2b3272,Medio,Masculino,74,Primario completo,3,3.4418085308768775,En blanco,No votó
2025-03-28,d370c51f-d8e2-4a4c-8d84-344baef472a7,Medio,Femenino,19,Secundario incompleto,1,59.20656590235202,Candidato C,Candidato A
2024-08-05,ec0959b8-2924-4159-b9c3-a78fc8d3acee,Bajo,Masculino,38,Terciario/Universitario incompleto,2,41.1872236638974,Candidato A,Candidato A
2024-04-09,7af0cf69-bd20-48c6-82de-59500b2f72ef,Medio,Femenino,58,Primario incompleto,4,27.961918041643052,Candidato A,En blanco
2024-09-02,eda04e30-ff74-4d1c-a893-6bd386a29efb,Alto,Femenino,70,Terciario/Universitario incompleto,1,10.830059037116769,Candidato C,Candidato C
2025-07-10,b202054f-62a1-4ce2-9545-de362a364435,Medio,Femenino,26,Posgrado,6,12.158842282638481,Candidato C,Candidato B
2025-07-05,948c52c8-e0f2-4eb3-af58-e38149ac2f36,Medio,Femenino,23,Secundario incompleto,2,15.549264516414496,En blanco,Candidato B
2025-07-05,06fccff0-e9e4-406c-b689-0df97bd37c4b,Bajo,Masculino,62,Primario incompleto,6,23.910661959167122,Candidato B,Candidato C
2024-11-24,9f81fca3-ffb1-42c9-b448-f798b50a676c,Medio,Masculino,43,Primario incompleto,2,48.30723696808678,No votó,En blanco
2024-02-04,abbebd4f-f9e5-40e4-936d-8076998b1e1c,Medio,Femenino,59,Terciario/Universitario incompleto,2,60.47390394944344,Candidato C,Candidato A
2025-09-24,50b417eb-7111-41d1-9c8f-e8122c645b82,Medio,Femenino,55,Terciario/Universitario incompleto,6,25.991664379937852,Candidato A,Candidato A
2023-12-26,6e107e22-fa71-49d6-93e8-28869411723a,Bajo,Femenino,65,Secundario incompleto,3,20.410532542388182,Candidato A,En blanco
2025-02-25,dd7524bc-dd82-416d-84fa-9dd191609261,Bajo,Masculino,32,Terciario/Universitario completo,3,52.205242611435246,En blanco,En blanco
2025-05-07,6df5e2aa-832c-46a7-a4e2-e13aa0e5bd8c,Bajo,Femenino,21,Primario incompleto,6,48.80315948348317,Candidato B,Candidato C
2024-11-06,61880ea0-5e5e-4d0a-bcba-fcaa643580a0,Medio,Femenino,31,Primario completo,3,7.515898251331743,En blanco,Candidato C
2025-03-01,4142452b-361c-47ab-bd99-26244b9368d9,Bajo,Femenino,44,Posgrado,2,22.851136423699934,Candidato C,En blanco
2025-03-15,964fbdde-8955-45be-bde6-74fef66b72a9,Alto,Femenino,76,Primario incompleto,4,39.38173926701493,No votó,No votó
2025-11-04,5f3fa533-e28c-4c3c-ad82-5ea8dda9a02a,Alto,Femenino,76,Terciario/Universitario completo,6,93.42155654678704,Candidato B,Candidato C
2024-07-29,996d6642-3cf8-4ff0-b49d-f1fff13a9049,Alto,Femenino,75,Primario completo,3,45.82364713129291,Candidato B,En blanco
2025-03-29,257ea412-a215-4489-9fbd-4b9f56756682,Bajo,Femenino,19,Secundario completo,5,24.62484108528953,No votó,No votó
2024-02-14,d81580dc-24d8-48a1-be5a-ed8352722246,Alto,Masculino,21,Primario completo,1,87.37602663426395,Candidato A,Candidato B
2025-04-23,2c481f98-8ce6-4bdc-81b7-2448c2862234,Medio,Femenino,56,Primario completo,1,99.81877663615188,Candidato B,Candidato B
2025-05-17,98b0b4d7-b5e1-4e19-b464-2bad89599298,Medio,Femenino,68,Secundario completo,4,15.543011154236607,No votó,Candidato A
2025-03-07,72678417-ec02-4a99-a4c8-0a291d5f9dfc,Bajo,Masculino,43,Secundario incompleto,1,87.23695775314968,Candidato B,Candidato A
2024-06-27,2e7833c5-b11b-42df-b46e-ba317ad5af81,Medio,Femenino,26,Posgrado,1,49.08714996305409,En blanco,Candidato B
2025-07-14,3fc34af1-9af0-4b9a-9ba1-cdb699aed9de,Medio,Masculino,53,Terciario/Universitario completo,2,25.632977939070077,Candidato A,Candidato A
2025-08-30,8a730eaa-16bb-4fb0-8d59-beceb5bcc583,Bajo,Femenino,64,Primario completo,3,81.22247546312164,Candidato A,Candidato C
2024-02-16,4b32bc86-35d5-470d-a79d-1be27f29e86c,Bajo,Masculino,63,Secundario completo,4,54.93998008738012,No votó,No votó
2025-10-18,33b887d3-8301-45b9-85ff-a36b63c2523d,Medio,Masculino,37,Terciario/Universitario completo,2,55.24240731831917,Candidato C,Candidato C
2024-09-06,50b91e51-681e-4658-9813-a70f5a9c60b5,Medio,Femenino,44,Posgrado,3,69.7337408842006,Candidato C,No votó
2025-07-22,312cd434-0b17-4efd-854f-0566bb1a48e2,Alto,Femenino,43,Terciario/Universitario incompleto,4,39.049024995544215,En blanco,En blanco
2024-06-25,d4ce14b3-9a9a-46bc-b26e-a68df4e35152,Bajo,Masculino,75,Primario incompleto,5,70.05366272719303,Candidato C,En blanco
2025-10-22,75555ded-8ea5-4386-98ce-8d9a29deb76a,Medio,Masculino,80,Terciario/Universitario incompleto,1,74.1588820314956,Candidato B,Candidato B
2025-06-11,49ab05a8-8060-44aa-8037-fffa14b8317e,Medio,Femenino,79,Secundario completo,3,80.8795550009909,Candidato A,En blanco
2025-09-17,d05d2cb9-6b76-411f-bc87-65b6b04a2620,Alto,Femenino,71,Primario incompleto,1,4.8226325786343,En blanco,Candidato A
2025-04-21,be23bd25-ac78-4719-9937-1f2a506e2fc6,Alto,Femenino,52,Primario incompleto,4,30.671777864038653,En blanco,Candidato C
2025-07-31,b27338fc-dfa6-4923-b334-ebbcef6ed981,Bajo,Femenino,21,Primario incompleto,5,58.299510538438035,No votó,No votó
2024-02-12,ea289858-dd07-4dc6-8df0-99c562a77dc7,Medio,Masculino,65,Secundario incompleto,4,66.62034575355781,No votó,En blanco
2024-12-17,55ab42c5-0f08-402e-a47e-3d101d72e0fe,Bajo,Femenino,71,Primario incompleto,3,59.63918771017712,No votó,En blanco
2025-09-08,4420e63b-c34d-4c64-a8e2-f201fbb22429,Medio,Femenino,46,Terciario/Universitario completo,2,80.29470624093494,Candidato A,No votó
2025-07-12,7028dab4-8f0c-417a-b85f-2ec49d6fe1b5,Bajo,Femenino,74,Posgrado,4,33.20891020632839,No votó,No votó
2024-04-04,6a34bfb4-e62a-4fb5-8c46-e2bc4f12b0d5,Alto,Masculino,52,Secundario completo,6,63.99752711442963,No votó,En blanco
2023-12-09,5ffe6c11-7b51-4ca6-aa87-60aada4dda76,Medio,Femenino,27,Primario completo,1,53.296423875790865,No votó,No votó
2025-07-09,16f48941-ad28-4c0d-b230-400a386b01c0,Alto,Masculino,53,Secundario incompleto,3,84.23967887771018,En blanco,Candidato C
2024-09-09,f9422f1e-fed9-4f9e-9486-80deb9e789c6,Medio,Masculino,78,Terciario/Universitario completo,3,29.88758076783692,Candidato C,No votó
2024-10-20,8191cbeb-175b-4448-a0ce-5b5fca563921,Bajo,Femenino,75,Secundario completo,2,53.46725918470335,Candidato A,No votó
2024-08-24,a8fcf210-dac1-4a07-847c-d56efd6cc364,Bajo,Femenino,26,Primario completo,1,23.735157653696113,Candidato C,Candidato A
2025-06-19,f4a8bcd3-54b7-475b-8358-75c3952049e4,Medio,Femenino,59,Secundario completo,5,92.47145937787309,No votó,Candidato B
2024-04-05,fe9f9ff6-98bc-4c7a-9112-460cbba12642,Bajo,Masculino,31,Terciario/Universitario completo,3,96.29483798371025,En blanco,Candidato C
2024-10-28,3c241ca5-9042-4d14-a6b0-643c188417d8,Alto,Femenino,55,Terciario/Universitario incompleto,4,30.371570765922762,Candidato A,Candidato B
2024-08-12,18711121-c9e8-460c-8a8f-541d052ba051,Medio,Masculino,79,Terciario/Universitario incompleto,1,86.269811176683,No votó,No votó
2025-07-15,4fe5143b-bae8-499f-aee0-5fb7d2d6840d,Alto,Masculino,28,Terciario/Universitario incompleto,5,43.43426247862767,Candidato C,No votó
2025-03-14,deccac5b-968d-4f41-90d6-5fdd176b2101,Alto,Femenino,71,Posgrado,6,29.19972746670787,Candidato A,No votó
2024-01-07,c5acc612-20de-4de4-b5b4-689664327fe8,Bajo,Masculino,23,Secundario incompleto,2,38.05966922809678,No votó,En blanco
2023-12-14,ed51fa2b-f13a-4ff3-9365-8891e4600a02,Medio,Femenino,54,Primario completo,2,74.32654970881866,Candidato C,Candidato C
2025-10-10,f559ddc7-87fd-443c-9c72-21e4ec1ac8a3,Alto,Masculino,48,Secundario completo,6,98.38493603530462,Candidato A,Candidato B
2025-11-04,4718e12c-32a5-44ff-a195-f855dd4b2f7e,Medio,Femenino,36,Terciario/Universitario completo,5,83.03625524616497,No votó,No votó
2023-12-11,2f073516-e8a1-4cd3-a8a3-938c4ba4d5e2,Bajo,Masculino,35,Posgrado,5,84.31671343405908,Candidato B,Candidato A
2024-11-21,230c2ebd-39dc-4c06-b380-75439722bf90,Alto,Masculino,34,Primario incompleto,3,30.328241213621677,Candidato C,Candidato C
2024-05-26,42045f8c-3a72-4669-a03c-c361214e10ee,Medio,Masculino,31,Terciario/Universitario incompleto,6,19.509821460824163,Candidato B,En blanco
2025-10-09,253053ae-4db1-462e-89d9-db157efa4e99,Bajo,Femenino,43,Secundario completo,6,24.250249124020794,Candidato C,Candidato C
2023-11-30,3455f1f6-4574-437e-9dbf-f93fbc031029,Alto,Masculino,61,Terciario/Universitario incompleto,4,94.28693617427902,En blanco,En blanco
2024-12-17,d7ea0686-e5f1-4395-a2e7-ee5914147ca8,Medio,Masculino,18,Primario completo,6,16.384566810511092,Candidato B,No votó
2025-04-10,f3c73944-f95c-46f7-a82e-4002a9f15f7c,Medio,Masculino,73,Secundario incompleto,1,21.28318802890582,En blanco,Candidato A
2025-01-25,96bad500-ded1-4802-b2e9-77612e975c72,Alto,Masculino,58,Secundario incompleto,4,79.3660197144922,Candidato C,En blanco
2025-01-27,a892d63b-89ae-4616-99f8-8a690466ed6b,Bajo,Femenino,73,Terciario/Universitario incompleto,3,86.70403126473161,No votó,Candidato B
2025-09-20,c15f47ca-204e-4817-ad98-2a087ad06668,Bajo,Masculino,21,Secundario incompleto,4,24.478429760467936,Candidato A,No votó
2024-04-25,14e153ca-4556-4d6d-bdc5-a588d0ab9ea4,Medio,Masculino,51,Secundario completo,3,52.27617914845371,Candidato C,Candidato C
2024-05-06,9e31e1f9-b30c-4272-b861-37c3e5ffc7d4,Alto,Masculino,67,Terciario/Universitario completo,1,36.454931938990285,Candidato C,Candidato B
2024-01-21,477e2817-ddd1-4251-b0f6-2b9eda344d17,Bajo,Masculino,67,Posgrado,4,86.31657739443645,No votó,Candidato A
2025-07-05,387787e2-bc8a-4038-9960-5cd1cab24a0a,Bajo,Masculino,22,Posgrado,1,58.528810703164645,En blanco,No votó
2025-08-07,d2ebe96b-24b7-4424-a4ed-458b010ac3f8,Medio,Femenino,74,Terciario/Universitario completo,4,47.64897707104784,Candidato B,No votó
2025-09-27,acea35a3-93d5-433b-bd86-931235069af5,Medio,Masculino,18,Secundario completo,1,67.96456880624679,En blanco,Candidato C
2025-09-30,253dc9ce-208d-449b-ab0e-fd0100dd28b3,Alto,Masculino,58,Terciario/Universitario completo,2,98.48979202407318,En blanco,Candidato A
2025-03-11,80d9a24e-0a83-4038-89de-7a2c7c26c722,Alto,Femenino,36,Terciario/Universitario completo,3,63.87562537230519,No votó,En blanco
2025-07-07,ab78a4ee-3851-47f1-b317-930e51995cf1,Alto,Masculino,27,Secundario incompleto,3,80.81487679786264,No votó,Candidato C
2024-12-04,aa069b5b-510d-415a-b4e5-6c682ca5f0cb,Medio,Masculino,67,Secundario incompleto,3,81.14522789914443,Candidato C,En blanco
2025-05-05,f0cc8eec-3b3f-4363-b14d-85bde1976c14,Medio,Masculino,27,Secundario incompleto,5,26.494990295636565,En blanco,Candidato C
2024-12-20,467ccafa-bbe7-4e1b-a328-9b58a62f45c2,Bajo,Masculino,71,Posgrado,2,39.02496501284598,En blanco,No votó
2024-10-01,19b2b595-3051-4f6a-b51e-3a7bacdf3038,Alto,Femenino,66,Primario completo,4,19.887656736978865,En blanco,En blanco
2024-12-07,5a45a717-45ac-4564-bd7a-0bfa598c8a5c,Medio,Femenino,50,Primario completo,4,60.38760704013404,Candidato B,Candidato B
2024-07-04,486095c2-f812-4022-96b0-9e2989e4b9df,Medio,Femenino,26,Primario completo,1,78.67194642158559,Candidato B,Candidato C
2024-02-06,6478a399-8d68-4a61-8926-2a1337c67f46,Medio,Masculino,78,Secundario completo,5,41.59405412194439,En blanco,Candidato A
2024-03-02,1d21ae7c-6025-4b8d-acd9-f51a10c313bd,Alto,Femenino,25,Secundario incompleto,3,33.31323854259575,Candidato A,Candidato A
2024-10-05,a6d5eb2e-e891-480c-970a-06dcf444adae,Bajo,Masculino,79,Terciario/Universitario completo,2,42.69587457501945,Candidato B,Candidato A
2025-10-02,2373624b-da3f-42d1-8454-14a1185f6df3,Alto,Femenino,39,Primario incompleto,4,72.1555355040862,Candidato A,No votó
2025-01-22,ea4f44cf-eafd-480b-9ec8-633fb73888a4,Bajo,Masculino,18,Secundario incompleto,1,4.0627600751631965,En blanco,No votó
2024-10-02,42f81126-6c2c-40a7-a4e9-031675f80092,Bajo,Femenino,65,Secundario completo,3,92.44578515995826,Candidato A,En blanco
2025-10-26,31f0e150-8941-4b16-bbca-76e0e56a47e7,Bajo,Masculino,70,Terciario/Universitario incompleto,2,66.11908000123333,Candidato B,Candidato A
2024-01-14,bd335a64-2d79-43f6-8a92-720ac2e8fae2,Medio,Femenino,38,Posgrado,5,57.25637792828739,Candidato A,En blanco
2025-11-05,f9675221-70c4-4406-83db-02351184d8fb,Medio,Femenino,71,Terciario/Universitario completo,2,1.4182701016087984,Candidato B,Candidato C
2024-01-30,0d1f90ad-830a-4393-a04c-83ca53b9a632,Alto,Femenino,27,Secundario incompleto,1,8.62096848743633,No votó,Candidato B
2024-09-27,63d85381-dcd2-4168-9547-5c92582592e1,Medio,Femenino,39,Terciario/Universitario completo,4,15.098249138449649,Candidato B,Candidato C
2023-12-28,8cb12015-624a-4f3d-b8d0-8f28bc509aeb,Bajo,Masculino,55,Primario completo,5,61.63977756069161,Candidato A,Candidato C
2024-01-26,b662f7ed-b5b8-4fb3-85b0-b3c82038c8f6,Alto,Masculino,66,Primario incompleto,4,55.92150035246356,Candidato A,Candidato C
2024-09-27,a7f3c30f-26e5-42da-91b9-2f8b8a849529,Bajo,Femenino,22,Primario incompleto,5,16.418655886952106,En blanco,Candidato C
2025-07-03,71948be4-9de0-403a-8e2e-2c6e08e7a744,Bajo,Masculino,23,Secundario completo,6,85.93965822834629,Candidato B,Candidato B
2024-03-10,fd14f9d4-9351-4969-82eb-badc8428d344,Bajo,Masculino,41,Terciario/Universitario completo,2,33.21920515985871,No votó,Candidato C
2025-06-02,341514cc-77fd-4fd1-b5cb-60f26a75e179,Medio,Femenino,31,Terciario/Universitario incompleto,4,13.974149901899391,Candidato A,Candidato C
